Dates,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5TELS Index,S5UTIL Index
2008-06-02,251.83,291.37,638.09,327.2,368.15,342.13,387.16,274.51,152.43,206.81
2008-06-03,251.77,290.67,626.62,325.2,369.31,339.59,385.42,274.26,150.46,205.6
2008-06-04,253.13,292.08,618.9,322.58,370.33,339.19,389.12,272.98,149.24,207.92
2008-06-05,256.28,295.32,646.08,329.12,373.26,343.44,395.6,282.34,153.53,210.25
2008-06-06,246.08,287.94,635.88,312.79,363.6,330.8,384.41,275.37,149.37,204.83
2008-06-09,245.75,288.59,652.79,305.57,361.88,332.27,383.69,278.96,147.44,208.01
2008-06-10,246.82,291.07,638.36,308.9,359.73,332.01,382.68,275.38,146.0,208.24
2008-06-11,241.37,288.14,643.26,298.78,354.53,324.65,373.6,270.44,142.16,206.27
2008-06-12,242.97,289.84,631.72,304.82,356.04,325.29,376.22,270.1,142.07,206.17
2008-06-13,249.16,289.92,638.64,311.06,360.47,329.08,383.82,277.33,143.84,209.2
2008-06-16,248.86,286.7,640.22,314.33,358.85,328.09,385.49,277.48,141.77,209.18
2008-06-17,245.57,285.37,651.07,305.13,357.34,324.83,382.46,277.98,140.48,209.26
2008-06-18,240.92,282.23,650.36,301.43,354.3,321.62,377.54,276.19,139.16,208.55
2008-06-19,243.85,283.36,636.67,304.08,356.27,324.64,382.1,276.63,139.72,210.24
2008-06-20,236.5,279.85,631.95,296.36,351.2,319.32,372.68,272.04,136.24,206.98
2008-06-23,232.61,279.15,655.49,288.27,352.38,319.49,370.34,274.7,136.29,208.81
2008-06-24,232.1,279.82,645.5,292.57,353.62,315.51,369.12,267.89,136.31,208.06
2008-06-25,235.49,283.22,642.37,293.7,356.55,313.99,374.75,268.63,137.52,209.05
2008-06-26,227.25,277.28,635.45,280.66,349.06,301.61,361.45,260.2,133.88,203.39
2008-06-27,225.63,273.87,640.8,276.85,351.12,299.92,359.93,261.11,132.28,202.14
2008-06-30,223.57,273.97,652.0,270.95,354.54,302.65,356.35,260.34,136.46,206.74
2008-07-01,223.54,275.49,656.08,273.69,356.41,303.0,357.65,257.62,134.83,208.04
2008-07-02,219.64,275.21,634.88,269.78,354.81,293.79,351.34,244.09,133.46,206.81
2008-07-03,220.22,277.25,631.93,268.89,355.31,296.97,351.62,246.05,132.65,205.29
2008-07-04,220.22,277.25,631.93,268.89,355.31,296.97,351.62,246.05,132.65,205.29
2008-07-07,218.73,277.34,617.42,260.4,353.59,297.0,354.35,245.6,132.71,203.52
2008-07-08,223.65,281.37,607.88,275.29,364.0,304.03,357.85,244.04,133.8,204.38
2008-07-09,217.71,279.84,595.03,260.9,362.73,296.74,346.31,242.05,130.6,206.21
2008-07-10,213.97,279.78,610.97,258.47,364.37,300.36,350.71,248.13,132.54,207.22
2008-07-11,211.29,278.47,606.52,251.84,359.98,297.25,347.46,247.22,131.75,205.5
2008-07-14,210.18,278.96,611.12,239.22,359.4,295.79,344.02,247.15,130.97,202.83
2008-07-15,210.78,279.1,585.52,232.15,364.0,290.53,344.77,244.4,130.96,201.85
2008-07-16,220.02,281.31,573.4,260.7,366.58,299.76,352.69,246.88,131.03,198.0
2008-07-17,225.44,279.94,564.28,277.59,369.34,304.3,356.84,246.33,130.31,194.82
2008-07-18,225.08,278.26,572.83,280.64,367.48,304.14,351.65,245.27,131.52,196.47
2008-07-21,222.22,276.33,589.64,278.26,362.96,303.98,349.28,250.42,130.67,198.8
2008-07-22,226.86,281.8,576.7,296.6,366.4,310.54,348.84,250.13,130.0,198.57
2008-07-23,231.49,283.1,554.6,302.17,370.29,314.11,353.73,245.94,134.35,194.01
2008-07-24,224.98,280.46,551.39,281.79,369.7,306.22,346.92,240.45,130.22,192.71
2008-07-25,224.13,280.3,556.88,280.09,372.08,308.33,352.36,242.65,129.26,191.52
2008-07-28,218.58,278.04,554.33,267.34,368.46,301.81,344.9,241.25,126.2,191.16
2008-07-29,225.77,283.62,549.85,287.37,371.06,309.89,352.23,246.64,127.02,191.92
2008-07-30,226.68,286.58,580.6,293.13,370.79,314.62,354.06,253.65,127.91,194.74
2008-07-31,224.52,282.87,560.76,289.39,372.03,307.94,351.84,249.49,127.17,193.77
2008-08-01,223.32,282.77,558.64,291.18,368.38,305.9,349.61,243.14,126.08,187.33
2008-08-04,224.39,286.18,531.54,287.52,373.03,304.17,348.27,232.95,125.12,185.05
2008-08-05,234.49,292.51,537.12,302.05,382.54,313.43,357.96,236.04,128.5,187.8
2008-08-06,233.43,293.41,547.37,299.04,383.09,313.61,362.65,239.8,126.72,187.07
2008-08-07,228.71,287.93,539.36,284.03,378.2,309.13,362.46,236.24,125.14,186.74
2008-08-08,240.57,294.64,536.34,294.08,387.28,319.27,370.48,238.26,129.04,189.31
2008-08-11,246.66,295.83,534.2,299.57,387.57,320.08,372.07,237.25,132.06,191.02
2008-08-12,243.01,297.03,530.79,284.01,386.53,316.85,371.93,238.41,130.98,187.05
2008-08-13,239.08,295.26,548.63,275.59,384.91,314.42,371.53,244.14,129.46,188.49
2008-08-14,243.8,295.91,541.7,282.62,386.58,316.19,374.14,241.66,129.7,186.05
2008-08-15,246.25,298.99,532.15,285.78,390.18,318.55,374.3,240.62,131.87,187.19
2008-08-18,241.93,296.13,525.84,275.56,386.23,314.57,369.31,238.52,130.56,187.38
2008-08-19,236.51,294.01,540.72,267.17,383.49,309.27,364.26,238.0,128.19,187.57
2008-08-20,235.22,293.49,555.71,271.64,381.59,308.76,365.45,243.07,128.21,188.76
2008-08-21,236.34,292.44,568.51,268.74,382.52,309.42,364.59,244.81,128.44,190.75
2008-08-22,241.55,295.82,559.7,277.09,385.89,314.24,370.07,243.88,130.56,191.19
2008-08-25,235.7,291.38,551.27,268.46,379.83,307.99,363.5,238.28,127.66,189.08
2008-08-26,236.31,290.95,561.06,270.38,379.97,308.37,362.08,239.81,127.56,191.24
2008-08-27,237.32,291.85,567.85,274.9,379.78,310.24,364.96,242.57,129.65,192.62
2008-08-28,242.8,293.62,563.58,287.27,383.01,317.59,368.01,245.9,132.92,193.78
2008-08-29,240.284,289.98,556.07,285.59,378.47,313.11,358.94,242.46,131.71,190.18
2008-09-01,240.284,289.98,556.07,285.59,378.47,313.11,358.94,242.46,131.71,190.18
2008-09-02,244.705,293.01,530.38,290.76,378.99,313.13,353.97,236.29,133.21,187.51
2008-09-03,246.11,292.82,528.55,294.71,379.16,311.57,347.87,234.62,133.32,184.71
2008-09-04,237.89,289.52,517.19,280.89,369.56,300.41,336.55,225.63,128.84,182.48
2008-09-05,238.45,292.36,514.88,289.96,367.76,300.85,335.73,228.18,128.21,178.92
2008-09-08,248.21,298.38,512.28,303.43,375.33,307.92,337.5,227.39,132.04,183.25
2008-09-09,241.94,296.57,479.45,283.41,369.0,297.64,330.13,216.86,131.65,177.57
2008-09-10,242.14,297.83,496.8,281.39,369.62,299.55,332.57,220.96,128.23,178.81
2008-09-11,245.42,301.09,504.14,285.67,374.66,304.74,336.96,225.82,128.09,180.96
2008-09-12,244.24,300.8,518.25,282.63,373.87,302.8,337.2,233.09,128.01,183.45
2008-09-15,237.4,296.29,482.65,252.82,366.47,289.94,324.99,220.88,122.15,177.66
2008-09-16,238.73,297.01,501.28,268.53,367.01,293.19,326.78,227.04,121.43,175.78
2008-09-17,227.18,287.28,489.1,244.54,354.88,279.2,310.76,218.94,115.76,166.42
2008-09-18,236.72,293.58,503.65,273.22,362.28,289.18,323.14,223.47,119.26,172.07
2008-09-19,240.86,292.5,536.93,303.57,364.45,298.37,332.62,236.13,124.17,176.92
2008-09-22,228.92,284.82,531.05,277.83,355.24,289.24,320.63,228.85,118.64,173.36
2008-09-23,225.22,282.36,515.85,273.61,353.64,281.98,317.95,221.56,116.54,171.34
2008-09-24,223.7,283.55,516.13,269.54,355.61,278.19,320.27,219.89,117.22,171.63
2008-09-25,228.04,288.21,528.49,276.6,361.31,282.13,326.61,218.91,121.4,176.14
2008-09-26,230.32,290.05,519.29,284.98,362.62,281.54,327.32,213.08,121.35,174.49
2008-09-29,213.07,277.85,462.52,239.36,341.6,263.88,297.15,194.88,112.82,165.93
2008-09-30,221.25,285.3,489.35,270.68,354.52,275.05,313.19,200.66,114.99,168.0
2008-10-01,219.55,289.31,481.11,276.51,354.39,267.99,306.38,197.1,115.19,168.68
2008-10-02,210.29,285.49,452.62,264.57,348.94,249.78,292.95,181.38,113.83,164.18
2008-10-03,204.51,283.37,451.78,254.07,346.75,246.92,290.62,181.28,113.84,163.07
2008-10-06,197.13,273.71,435.56,243.47,330.67,241.2,278.95,173.36,108.64,154.42
2008-10-07,185.84,264.74,412.22,215.39,319.21,230.95,262.05,164.15,103.89,148.59
2008-10-08,183.21,260.25,415.82,208.91,315.1,229.93,259.92,168.46,99.93,145.75
2008-10-09,169.95,243.51,368.35,184.38,292.58,214.77,251.01,156.85,92.75,136.77
2008-10-10,167.12,238.2,338.68,197.22,282.86,218.54,249.02,153.49,91.53,130.07
2008-10-13,184.11,258.35,401.28,217.39,318.01,234.45,279.26,173.88,104.16,147.66
2008-10-14,179.16,251.57,400.83,231.33,317.84,230.94,268.36,168.64,105.43,145.91
2008-10-15,161.95,236.41,338.56,210.23,296.53,210.61,247.76,148.18,96.73,133.98
2008-10-16,169.34,246.75,364.95,213.72,307.48,219.67,259.68,153.96,99.71,139.08
2008-10-17,170.08,246.92,363.33,208.79,307.65,215.25,259.03,153.51,99.04,140.46
2008-10-20,176.38,254.65,403.85,214.66,320.13,222.94,267.54,166.02,105.5,151.78
2008-10-21,170.98,250.69,386.51,210.71,315.27,217.88,252.7,156.63,101.5,146.16
2008-10-22,160.24,241.22,346.43,196.02,300.24,206.12,241.26,143.67,93.69,137.44
2008-10-23,159.39,242.59,369.22,194.33,304.99,207.08,241.52,141.93,97.03,144.02
2008-10-24,152.77,234.17,355.02,186.85,296.96,198.35,235.2,136.5,93.78,139.36
2008-10-27,148.97,229.07,334.87,179.22,287.24,193.41,229.37,130.0,95.3,134.58
2008-10-28,168.49,250.23,374.85,201.62,308.81,212.72,254.9,146.44,107.96,149.06
2008-10-29,168.38,245.2,383.34,195.83,301.69,212.69,251.51,150.45,104.37,144.29
2008-10-30,173.89,251.26,398.83,198.27,308.6,218.92,257.18,154.82,105.23,150.52
2008-10-31,178.62,253.68,401.21,209.13,312.67,222.99,257.42,156.16,104.04,148.06
2008-11-03,175.87,253.85,393.06,209.74,314.8,221.99,255.82,154.66,109.06,148.49
2008-11-04,182.49,259.7,418.19,221.18,319.83,234.2,265.03,163.46,114.76,151.85
2008-11-05,172.09,251.64,399.07,201.77,308.44,222.64,250.45,152.94,107.27,145.79
2008-11-06,162.85,245.4,374.79,188.18,298.96,208.28,236.83,144.39,102.34,140.0
2008-11-07,166.02,250.57,392.91,192.22,307.55,213.69,242.91,149.58,105.45,147.1
2008-11-10,161.76,250.39,394.93,183.76,305.95,213.17,238.2,149.02,106.64,142.78
2008-11-11,157.14,246.63,382.57,179.38,301.34,207.59,233.31,142.7,104.34,143.06
2008-11-12,147.36,238.51,354.84,166.99,290.72,196.62,221.43,133.53,100.03,139.12
2008-11-13,157.97,249.13,394.22,178.83,308.53,207.9,234.88,144.59,108.69,149.32
2008-11-14,150.69,241.93,378.65,169.55,297.9,198.45,223.46,135.66,104.87,144.89
2008-11-17,146.17,238.86,372.78,159.39,291.44,194.89,216.96,132.2,101.85,144.25
2008-11-18,146.25,242.17,385.22,158.13,293.96,195.96,221.12,132.01,100.5,144.5
2008-11-19,136.19,234.11,365.3,139.84,280.33,182.19,208.24,122.19,94.66,139.9
2008-11-20,128.83,225.24,324.54,125.13,262.38,171.6,198.51,112.06,91.26,133.16
2008-11-21,137.66,237.18,362.37,129.36,273.29,183.33,209.98,120.39,95.41,144.86
2008-11-24,148.324,243.63,384.47,153.64,281.83,192.46,222.69,128.35,102.34,146.93
2008-11-25,151.12,241.95,386.94,157.46,283.33,195.15,219.29,132.48,104.49,148.01
2008-11-26,159.52,245.37,409.03,165.23,286.72,200.62,228.49,137.62,109.86,148.83
2008-11-27,159.52,245.37,409.03,165.23,286.72,200.62,228.49,137.62,109.86,148.83
2008-11-28,161.15,248.57,402.8,169.95,290.21,206.03,227.98,138.64,110.72,151.66
2008-12-01,146.87,234.83,361.42,141.05,272.36,188.51,210.85,125.1,103.57,141.74
2008-12-02,153.15,237.76,374.91,152.24,281.58,197.96,218.04,130.85,108.6,144.77
2008-12-03,159.71,241.71,376.04,160.75,288.93,202.57,223.93,130.65,112.25,147.95
2008-12-04,160.14,237.91,352.87,157.75,282.26,197.17,214.63,127.41,108.67,141.19
2008-12-05,166.01,245.81,357.46,171.36,292.12,201.81,223.03,130.87,110.25,144.42
2008-12-08,171.94,246.02,377.73,183.09,295.07,210.35,234.59,140.95,115.73,145.57
2008-12-09,166.95,239.42,375.65,174.13,288.51,203.39,233.47,139.93,112.5,142.91
2008-12-10,170.94,240.65,393.34,172.95,290.17,205.99,235.12,143.66,109.54,145.53
2008-12-11,164.12,238.15,391.61,158.29,290.61,197.29,227.41,137.29,108.18,144.31
2008-12-12,164.79,238.42,388.0,161.53,291.66,197.96,232.93,138.13,108.79,144.99
2008-12-15,162.41,238.37,386.92,155.09,290.44,196.78,228.94,137.6,105.4,142.64
2008-12-16,171.54,243.75,400.61,172.53,302.79,207.43,239.98,145.94,110.03,147.73
2008-12-17,172.24,242.18,394.26,170.37,300.25,206.93,235.83,146.08,110.3,143.41
2008-12-18,169.03,242.88,371.8,165.22,301.77,200.57,230.01,139.86,108.66,144.58
2008-12-19,168.53,242.06,370.24,165.93,304.2,202.55,232.05,138.04,109.85,144.44
2008-12-22,163.417,241.82,361.63,159.24,302.24,199.77,227.08,132.8,109.45,143.91
2008-12-23,161.23,239.15,360.37,156.12,300.96,198.43,225.0,132.23,107.96,141.49
2008-12-24,162.55,241.25,361.42,159.04,301.17,198.91,225.48,132.5,108.28,142.46
2008-12-25,162.55,241.25,361.42,159.04,301.17,198.91,225.48,132.5,108.28,142.46
2008-12-26,163.56,241.79,367.77,159.16,301.64,199.95,225.91,134.77,109.2,143.2
2008-12-29,161.68,241.23,374.74,157.59,300.0,197.48,224.69,131.99,108.78,143.09
2008-12-30,166.8,244.63,381.49,164.09,307.21,203.08,229.86,135.64,110.07,145.42
2008-12-31,169.41,246.66,386.35,168.79,309.41,207.21,231.81,137.59,111.7,147.93
2009-01-01,169.41,246.66,386.35,168.79,309.41,207.21,231.81,137.59,111.7,147.93
2009-01-02,177.33,250.98,403.12,171.36,316.22,215.83,241.74,142.94,114.93,151.29
2009-01-05,177.37,250.37,408.61,167.15,313.3,214.7,241.94,142.93,110.44,152.38
2009-01-06,180.56,247.76,410.65,170.39,308.76,218.05,249.27,145.61,109.96,151.16
2009-01-07,174.21,244.93,394.86,161.64,305.79,209.69,240.1,143.24,107.27,148.64
2009-01-08,174.78,241.86,399.44,161.31,307.48,210.52,242.18,144.43,108.33,149.2
2009-01-09,169.84,238.76,387.24,155.79,304.71,207.08,236.13,141.23,106.59,147.77
2009-01-12,165.58,237.64,375.35,146.9,300.88,202.38,232.79,136.18,104.09,147.99
2009-01-13,163.43,239.46,383.42,148.88,303.35,197.67,232.3,136.27,104.01,145.01
2009-01-14,157.32,234.02,366.96,140.4,298.75,190.5,224.12,130.93,101.23,143.12
2009-01-15,160.54,234.81,370.98,133.28,300.88,191.11,226.27,134.67,100.15,144.02
2009-01-16,162.8,237.58,375.24,130.1,303.96,193.27,228.61,136.51,100.54,146.98
2009-01-19,162.8,237.58,375.24,130.1,303.96,193.27,228.61,136.51,100.54,146.98
2009-01-20,152.54,233.96,358.19,108.33,296.21,183.71,216.38,128.88,99.49,144.16
2009-01-21,157.67,234.79,379.13,124.16,302.83,188.31,228.15,133.41,102.89,146.13
2009-01-22,155.65,234.5,370.22,116.9,303.57,187.96,222.84,131.45,101.76,146.03
2009-01-23,154.79,232.4,378.38,120.91,303.85,181.82,226.46,133.6,103.69,146.44
2009-01-26,156.07,234.11,384.02,118.41,303.13,183.84,228.78,131.65,105.99,149.89
2009-01-27,155.96,235.09,384.82,122.84,309.06,187.66,231.44,132.49,102.85,150.41
2009-01-28,162.46,237.56,393.63,138.77,312.9,192.93,239.11,136.39,104.23,151.47
2009-01-29,155.96,235.32,378.85,127.12,309.09,185.59,231.36,132.49,100.31,150.29
2009-01-30,151.38,227.76,374.14,123.98,305.41,180.99,224.68,127.63,99.35,146.71
2009-02-02,150.69,226.34,370.61,124.21,308.3,176.44,228.01,125.68,101.36,147.46
2009-02-03,155.0,231.41,377.54,121.08,315.82,180.03,232.16,128.21,103.18,148.76
2009-02-04,151.09,225.37,378.75,119.88,312.88,179.31,233.18,130.16,100.24,149.92
2009-02-05,154.14,228.68,388.8,121.51,315.75,181.0,238.21,133.52,101.85,150.74
2009-02-06,158.84,232.48,394.58,131.39,318.65,184.97,246.36,137.22,104.7,152.21
2009-02-09,158.16,229.45,395.06,133.13,317.73,189.71,247.1,136.69,103.93,150.68
2009-02-10,150.7,222.02,376.42,118.64,307.31,179.52,236.3,130.58,98.95,146.18
2009-02-11,151.47,223.47,371.62,124.81,310.86,180.77,237.57,130.74,98.73,145.36
2009-02-12,151.93,226.23,371.87,123.17,313.91,178.78,238.96,132.23,98.51,144.02
2009-02-13,149.64,223.58,371.31,117.98,311.01,178.48,238.48,130.23,98.4,143.62
2009-02-16,149.64,223.58,371.31,117.98,311.01,178.48,238.48,130.23,98.4,143.62
2009-02-17,143.64,219.67,347.87,106.39,304.72,169.96,227.66,124.15,94.21,136.58
2009-02-18,142.53,221.24,347.24,106.19,304.48,169.33,228.61,123.89,93.23,134.82
2009-02-19,141.57,223.55,347.89,100.67,303.87,165.35,221.09,122.83,94.17,135.68
2009-02-20,140.37,220.3,339.35,99.19,300.49,161.92,221.44,123.32,96.08,132.16
2009-02-23,136.72,214.97,325.59,96.18,292.88,154.35,211.61,115.62,92.82,128.92
2009-02-24,143.28,219.01,340.86,107.57,298.61,159.42,218.9,119.77,95.61,133.44
2009-02-25,141.61,217.04,338.41,107.07,292.66,154.85,218.57,117.83,96.57,131.85
2009-02-26,138.48,211.97,337.67,109.22,277.75,152.61,215.73,117.56,97.33,129.62
2009-02-27,138.22,211.27,327.54,101.15,266.19,148.49,215.01,116.34,96.53,127.71
2009-03-02,132.33,205.74,306.53,94.24,255.09,138.53,208.09,108.33,93.17,122.93
2009-03-03,130.82,204.14,307.32,92.76,254.54,136.63,208.63,109.0,91.8,118.53
2009-03-04,134.5,207.38,320.01,92.06,261.15,140.11,214.22,113.18,94.03,120.75
2009-03-05,128.25,202.07,304.81,82.91,252.84,133.64,206.65,108.93,92.2,116.36
2009-03-06,127.3,203.45,309.35,81.74,255.57,133.56,204.71,110.01,91.44,116.7
2009-03-09,125.72,199.8,310.92,83.77,253.27,132.83,199.62,108.82,88.1,113.81
2009-03-10,134.87,204.75,327.15,96.82,262.89,144.12,214.43,116.27,93.51,116.52
2009-03-11,135.96,203.75,323.29,99.14,257.56,144.7,218.96,119.01,94.19,115.89
2009-03-12,141.53,209.09,332.48,109.07,270.89,150.89,224.95,121.97,97.74,117.6
2009-03-13,142.68,212.74,330.09,109.41,279.87,150.11,224.7,122.98,98.16,119.23
2009-03-16,140.08,214.6,332.76,107.39,276.46,152.14,220.84,124.6,97.91,122.29
2009-03-17,146.35,218.33,344.3,114.45,281.34,156.07,229.43,125.06,101.91,124.56
2009-03-18,151.05,217.2,347.21,126.01,281.36,158.58,232.62,128.68,104.05,128.22
2009-03-19,149.24,214.33,351.94,115.88,274.33,157.7,233.62,130.42,103.25,129.78
2009-03-20,146.04,214.56,339.11,109.74,274.85,152.52,229.79,127.93,101.53,128.96
2009-03-23,156.68,222.65,365.55,129.21,285.51,164.15,244.45,135.57,107.37,134.15
2009-03-24,154.322,221.56,357.64,120.75,280.73,162.94,240.27,135.07,105.3,131.14
2009-03-25,155.95,224.17,359.42,126.27,282.46,163.67,240.46,136.55,104.8,130.82
2009-03-26,162.17,226.23,362.7,127.57,286.28,171.95,250.08,141.95,105.91,132.86
2009-03-27,158.83,224.17,352.98,123.12,283.54,168.48,243.26,138.7,105.3,130.85
2009-03-30,153.53,219.25,341.35,111.52,281.64,160.38,236.25,132.67,102.11,128.26
2009-03-31,154.82,218.77,339.68,119.01,283.04,162.1,240.99,133.71,102.24,130.39
2009-04-01,157.99,222.47,346.4,122.09,282.24,164.12,246.46,137.34,105.73,130.69
2009-04-02,166.26,226.66,358.31,125.65,282.64,173.19,254.27,141.56,108.87,132.26
2009-04-03,168.87,226.35,363.48,130.95,278.12,174.4,257.66,143.65,110.14,133.06
2009-04-06,166.81,226.32,357.4,127.11,279.78,175.56,254.94,140.58,109.91,131.5
2009-04-07,161.64,223.0,347.59,122.99,277.6,169.82,248.07,136.26,105.87,130.81
2009-04-08,166.2,224.99,351.32,124.05,279.89,170.97,252.37,138.08,105.2,132.55
2009-04-09,173.24,224.94,359.2,143.29,281.6,179.86,260.53,144.57,107.63,132.52
2009-04-10,173.24,224.94,359.2,143.29,281.6,179.86,260.53,144.57,107.63,132.52
2009-04-13,172.48,223.88,354.65,150.18,282.54,180.51,259.13,146.02,106.79,130.66
2009-04-14,168.64,220.9,352.53,138.65,281.8,177.39,256.83,142.9,104.17,128.88
2009-04-15,169.58,224.5,353.5,146.36,283.5,180.21,255.16,145.82,105.36,130.81
2009-04-16,175.4,227.32,354.14,147.28,284.53,185.49,263.3,146.73,106.6,131.0
2009-04-17,177.6,227.92,356.07,149.18,287.26,185.85,262.67,147.08,106.45,131.18
2009-04-20,169.78,223.95,340.49,132.15,281.69,176.65,254.39,139.42,103.41,129.4
2009-04-21,173.71,224.87,347.78,142.97,279.3,181.29,259.52,143.21,104.08,130.04
2009-04-22,175.21,221.8,342.9,137.51,275.55,183.36,260.06,144.34,104.82,128.44
2009-04-23,175.35,221.4,349.13,143.69,276.07,185.93,261.2,143.94,104.47,128.89
2009-04-24,180.03,221.64,358.37,147.21,276.63,189.23,267.8,150.29,103.9,128.51
2009-04-27,176.78,221.89,351.96,142.53,279.15,186.49,265.43,147.28,103.66,129.61
2009-04-28,177.19,222.79,353.8,139.92,279.49,184.28,263.91,145.71,104.9,130.09
2009-04-29,181.18,226.18,363.59,146.58,281.19,189.58,269.11,149.4,104.34,131.29
2009-04-30,183.51,225.41,356.03,145.4,280.53,190.83,270.01,153.89,104.52,130.94
2009-05-01,182.3,226.44,366.87,142.96,280.16,192.93,271.57,154.36,106.0,134.42
2009-05-04,188.47,229.91,377.66,157.44,285.7,199.13,276.83,163.04,108.36,136.42
2009-05-05,188.55,228.34,372.69,155.52,287.98,199.45,275.62,162.1,108.51,136.07
2009-05-06,190.21,229.64,386.14,168.14,286.16,202.9,275.68,162.58,108.96,135.64
2009-05-07,186.79,230.66,382.19,162.34,293.22,199.79,266.95,157.27,105.15,136.43
2009-05-08,188.66,232.46,398.04,175.84,295.74,206.44,266.85,161.51,104.71,138.46
2009-05-11,184.76,230.9,385.47,163.85,292.32,200.81,266.95,158.64,105.02,137.58
2009-05-12,180.62,233.98,389.75,160.86,296.4,198.35,265.31,160.02,106.18,138.41
2009-05-13,174.85,231.51,378.27,152.5,296.07,190.38,258.74,152.85,103.74,134.65
2009-05-14,176.2,232.25,379.42,158.57,296.38,191.93,262.39,154.74,103.95,134.14
2009-05-15,174.99,231.02,370.96,154.6,292.87,190.86,262.15,153.86,102.79,130.93
2009-05-18,182.46,235.44,382.42,165.72,296.17,196.94,269.17,159.36,103.12,130.93
2009-05-19,182.22,235.6,383.76,161.39,294.42,197.2,270.76,160.9,103.31,133.19
2009-05-20,180.49,236.63,383.8,157.46,295.44,197.18,268.79,161.7,102.38,131.06
2009-05-21,176.29,234.79,372.87,157.81,291.64,190.54,264.36,157.61,100.0,129.55
2009-05-22,176.88,235.83,373.69,155.9,291.44,190.1,263.15,157.84,99.48,130.43
2009-05-25,176.88,235.83,373.69,155.9,291.44,190.1,263.15,157.84,99.48,130.43
2009-05-26,183.57,237.95,381.57,162.35,295.85,195.73,271.72,160.39,102.67,134.03
2009-05-27,179.4,233.22,376.47,156.1,292.7,190.96,269.88,155.45,100.81,131.37
2009-05-28,179.07,235.75,387.77,161.67,294.29,192.29,273.41,157.75,102.65,133.98
2009-05-29,181.57,237.76,392.21,164.44,298.86,195.89,276.49,162.43,103.14,135.0
2009-06-01,189.95,242.73,407.52,165.31,300.19,205.01,285.64,167.33,102.77,139.5
2009-06-02,191.679,245.39,407.69,163.32,303.44,205.89,284.27,169.55,103.73,137.91
2009-06-03,189.78,244.0,394.07,160.88,302.1,201.82,282.98,163.56,102.4,135.46
2009-06-04,189.27,244.23,401.98,167.26,298.36,205.43,287.18,167.18,102.32,136.6
2009-06-05,188.8,243.43,399.3,164.84,297.63,207.06,288.39,165.28,102.35,136.77
2009-06-08,189.57,243.58,399.3,166.63,294.56,206.74,287.55,163.7,101.64,135.75
2009-06-09,191.05,241.96,402.69,167.52,293.82,206.5,290.19,167.48,101.59,135.1
2009-06-10,189.06,240.08,405.58,164.92,292.75,205.24,290.16,167.62,101.75,137.25
2009-06-11,187.24,239.8,412.75,166.39,295.52,205.11,291.18,169.79,103.46,140.0
2009-06-12,187.55,241.16,408.76,167.54,297.0,205.52,290.64,167.67,104.37,141.96
2009-06-15,183.48,236.16,399.34,162.61,288.59,199.07,285.98,161.79,103.1,138.93
2009-06-16,179.17,233.49,391.47,159.95,289.17,196.04,283.05,157.93,102.04,138.43
2009-06-17,180.9,234.56,386.01,155.84,295.09,194.37,284.86,155.96,101.76,138.25
2009-06-18,180.41,239.08,385.37,159.71,301.68,194.04,283.56,157.17,102.18,141.39
2009-06-19,182.02,237.46,382.06,162.43,303.25,194.02,286.95,156.94,101.1,139.7
2009-06-22,177.11,235.56,364.46,152.4,297.24,187.1,278.98,148.65,101.59,139.7
2009-06-23,175.78,234.8,367.22,155.01,297.16,186.61,278.57,151.19,103.27,138.33
2009-06-24,176.74,235.27,367.32,156.73,298.92,187.09,282.38,152.4,103.64,139.38
2009-06-25,181.9,238.82,375.49,159.38,307.05,192.67,287.75,155.57,104.72,141.78
2009-06-26,181.11,238.6,371.78,160.35,307.26,192.08,287.51,155.41,104.79,141.1
2009-06-29,182.93,240.18,376.73,162.58,308.68,193.6,289.45,156.51,106.05,142.88
2009-06-30,182.15,238.18,373.84,160.76,306.45,191.29,287.63,154.48,104.18,141.9
2009-07-01,182.83,242.23,374.67,159.96,306.43,192.46,289.33,154.77,104.48,143.77
2009-07-02,176.08,238.16,361.26,153.55,299.3,185.95,282.5,150.29,102.21,139.07
2009-07-03,176.08,238.16,361.26,153.55,299.3,185.95,282.5,150.29,102.21,139.07
2009-07-06,176.35,241.76,357.08,154.77,301.56,186.17,281.48,149.31,102.89,140.45
2009-07-07,171.91,239.25,348.31,151.8,300.8,180.01,274.42,145.57,100.89,137.42
2009-07-08,173.15,239.9,347.88,149.24,303.07,179.44,274.84,145.12,97.91,136.94
2009-07-09,174.29,238.5,351.63,151.26,299.99,180.42,276.43,146.53,97.94,137.46
2009-07-10,173.75,237.35,347.64,149.33,298.5,180.96,277.48,145.92,97.8,136.94
2009-07-13,177.06,240.94,353.23,159.06,303.15,185.83,283.36,149.89,99.12,139.15
2009-07-14,179.75,241.9,357.59,158.56,304.24,188.05,284.06,150.97,98.44,140.16
2009-07-15,184.71,246.43,370.06,165.07,306.73,194.37,296.07,157.06,100.45,142.97
2009-07-16,186.92,247.26,373.69,164.67,309.19,197.81,300.98,159.08,100.12,143.25
2009-07-17,187.12,247.87,375.08,163.39,307.78,194.85,304.02,159.75,100.7,142.18
2009-07-20,191.47,248.29,381.22,164.73,309.17,198.92,306.97,163.21,102.09,143.45
