Dates,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5TELS Index,S5UTIL Index
1989-09-11,77.3292,57.81,82.97,80.47,66.34,75.41,72.88,80.03,88.17,95.52
1989-09-12,77.3302,57.85,83.84,80.61,66.29,75.64,73.52,80.09,88.52,95.71
1989-09-13,76.3118,57.16,83.16,79.78,65.81,74.9,72.91,79.4,88.16,95.18
1989-09-14,75.5309,56.95,82.2,79.06,65.23,74.37,72.68,78.88,88.35,94.99
1989-09-15,75.6598,57.01,82.67,79.7,65.7,74.9,73.04,79.11,89.45,95.7
1989-09-18,75.8749,57.28,83.41,80.11,66.16,75.16,72.92,79.2,90.64,95.87
1989-09-19,75.9463,57.54,83.02,79.69,66.17,75.09,72.46,79.06,91.28,95.79
1989-09-20,75.6241,57.44,82.94,79.89,66.36,74.96,72.71,79.23,91.19,96.17
1989-09-21,75.3951,57.13,82.85,80.0,66.08,74.79,72.84,78.82,91.17,95.86
1989-09-22,75.5477,57.28,83.22,80.72,66.31,74.86,73.01,78.91,92.33,96.07
1989-09-25,74.958,56.92,82.27,80.0,65.94,74.27,72.9,78.32,90.93,95.51
1989-09-26,75.3697,57.09,81.64,80.17,65.82,74.22,73.18,78.05,91.01,95.44
1989-09-27,75.552,57.46,81.69,80.63,66.88,74.59,71.33,78.15,91.28,95.28
1989-09-28,76.1577,58.77,82.13,81.91,68.3,75.38,70.62,78.55,92.26,95.73
1989-09-29,75.8588,58.93,82.42,82.76,68.33,75.36,70.58,78.8,92.56,95.71
1989-10-02,76.4333,59.15,83.04,83.39,68.39,75.87,70.32,79.52,92.65,95.88
1989-10-03,77.3606,60.14,83.92,84.76,69.55,76.71,69.35,80.44,93.79,96.29
1989-10-04,77.71,60.59,84.44,85.18,70.16,77.05,70.51,80.72,94.68,96.23
1989-10-05,77.6376,60.7,84.48,84.97,70.24,77.21,70.8,80.25,94.67,96.25
1989-10-06,77.8869,61.17,85.71,85.16,70.67,77.4,71.17,80.01,95.57,96.26
1989-10-09,78.2182,61.28,86.1,85.35,70.92,77.49,72.46,79.96,95.06,96.6
1989-10-10,78.0644,61.23,85.89,85.1,70.97,77.48,72.22,79.94,94.24,96.7
1989-10-11,77.5295,61.03,85.58,84.46,70.62,77.0,71.66,79.34,93.37,96.5
1989-10-12,76.9581,60.51,85.38,84.02,69.94,76.74,71.49,79.07,93.46,96.49
1989-10-13,72.1454,56.32,80.06,78.72,65.42,72.02,67.02,74.28,87.83,93.44
1989-10-16,74.037,58.43,82.75,80.39,67.72,73.29,68.79,75.62,91.65,94.92
1989-10-17,73.3227,58.61,82.72,79.73,67.81,72.59,68.46,74.76,91.2,94.94
1989-10-18,73.2975,58.9,82.87,80.09,68.01,72.53,68.7,74.95,91.39,94.75
1989-10-19,74.6295,59.95,83.75,81.5,69.41,73.43,70.25,75.97,92.81,95.61
1989-10-20,74.5971,59.92,83.93,81.85,69.22,73.35,70.01,75.56,93.22,95.91
1989-10-23,74.2851,59.85,82.96,81.07,69.09,72.86,69.31,74.74,92.25,95.77
1989-10-24,74.2088,60.2,82.42,80.37,69.08,72.57,69.27,74.09,91.51,95.48
1989-10-25,73.4919,59.67,82.53,80.59,69.04,72.03,68.64,73.92,91.83,95.82
1989-10-26,72.3614,58.57,81.2,79.83,68.31,71.09,67.31,73.14,90.82,95.43
1989-10-27,71.6562,58.0,81.44,78.33,67.29,70.26,66.79,72.94,89.9,95.6
1989-10-30,71.3799,58.2,81.39,78.04,67.46,70.41,66.43,72.9,90.31,95.81
1989-10-31,72.205,59.15,82.92,79.23,68.8,71.53,67.48,74.48,91.36,97.11
1989-11-01,72.3846,59.35,82.89,79.54,69.4,71.59,67.41,74.52,91.43,97.88
1989-11-02,71.7985,58.84,82.37,79.04,69.11,70.98,65.39,74.24,90.85,97.8
1989-11-03,71.5717,58.63,82.35,78.91,68.83,70.82,64.97,74.1,90.57,97.79
1989-11-06,70.4032,57.7,81.23,77.53,67.76,69.78,63.81,73.0,89.63,96.78
1989-11-07,70.8673,58.02,81.64,78.05,68.42,69.99,64.67,73.41,90.38,97.54
1989-11-08,71.655,58.9,81.9,79.37,69.61,70.85,64.56,73.64,91.21,98.1
1989-11-09,71.2905,58.46,80.95,79.25,69.81,70.7,64.72,72.93,90.76,97.46
1989-11-10,71.8189,58.91,81.51,79.34,70.91,71.22,65.32,73.37,91.58,97.96
1989-11-13,72.1258,59.21,81.84,79.25,69.93,71.58,65.04,73.82,91.59,97.85
1989-11-14,71.6015,58.68,82.04,78.66,69.28,71.33,64.81,73.67,91.2,97.94
1989-11-15,71.8548,59.4,82.64,79.16,70.12,72.04,65.0,74.05,91.93,98.55
1989-11-16,71.3717,59.78,82.57,79.63,70.04,72.21,65.02,74.06,91.48,98.74
1989-11-17,71.6055,59.78,83.08,79.6,70.12,72.66,66.22,74.2,91.51,98.03
1989-11-20,71.0945,59.42,82.48,79.16,70.03,71.67,65.88,73.89,91.14,97.4
1989-11-21,70.9125,59.44,82.8,79.05,70.18,71.51,66.14,74.14,91.4,97.59
1989-11-22,71.0378,59.98,83.55,79.19,71.48,72.0,66.66,74.34,92.12,98.1
1989-11-23,71.0378,59.98,83.55,79.19,71.48,72.0,66.66,74.34,92.12,98.1
1989-11-24,71.4718,60.37,84.01,79.65,72.19,72.32,67.07,74.84,92.8,98.21
1989-11-27,71.8883,60.44,85.15,79.97,72.35,72.86,66.78,75.4,92.82,98.48
1989-11-28,71.7788,60.39,85.84,79.87,72.11,73.2,66.21,75.91,92.33,98.55
1989-11-29,71.2296,60.07,85.03,79.04,71.46,72.84,65.75,75.72,91.88,98.75
1989-11-30,71.7006,60.65,85.84,78.96,72.05,73.12,66.12,75.94,93.41,99.53
1989-12-01,72.4929,61.6,87.54,79.8,72.81,74.23,66.22,76.83,95.25,100.55
1989-12-04,72.3769,61.71,88.08,79.57,72.96,74.26,67.25,76.94,95.7,100.66
1989-12-05,72.1527,60.98,87.76,78.63,72.5,74.24,67.09,76.63,94.9,100.62
1989-12-06,71.9525,60.41,88.29,77.82,72.51,74.02,66.48,76.48,94.63,100.8
1989-12-07,71.8248,60.3,87.9,77.26,72.15,73.95,66.19,76.59,94.39,100.58
1989-12-08,71.9048,60.89,88.76,77.22,71.92,74.23,65.61,76.91,94.65,101.25
1989-12-11,71.6272,61.1,89.64,77.02,71.35,74.16,64.73,76.84,95.13,101.29
1989-12-12,71.5127,61.81,92.48,76.99,71.48,74.81,64.83,77.33,96.54,102.41
1989-12-13,71.6324,62.0,91.92,77.01,71.46,75.11,64.39,77.5,98.79,103.25
1989-12-14,71.0962,61.7,90.69,76.47,71.37,74.82,63.79,77.43,98.84,103.38
1989-12-15,70.8648,61.56,90.66,75.33,71.13,74.56,63.51,77.43,99.25,103.79
1989-12-18,69.4627,60.64,89.84,71.93,70.02,73.06,62.76,76.48,96.97,103.14
1989-12-19,68.8778,60.29,89.83,71.34,69.9,72.89,63.57,76.16,96.07,103.13
1989-12-20,68.6404,60.1,90.55,72.79,69.77,72.71,63.67,76.15,95.68,103.28
1989-12-21,69.2243,60.15,90.86,73.72,70.15,73.08,64.14,76.64,96.22,103.38
1989-12-22,69.7425,60.57,90.9,74.27,70.92,73.6,64.5,77.06,98.4,103.73
1989-12-25,69.7425,60.57,90.9,74.27,70.92,73.6,64.5,77.06,98.4,103.73
1989-12-26,69.7875,60.36,90.95,74.37,70.65,73.58,64.12,76.81,97.89,103.44
1989-12-27,70.2652,60.75,91.15,74.92,71.35,74.07,64.47,77.48,98.13,103.54
1989-12-28,70.7161,61.54,91.04,75.31,72.13,74.51,64.21,77.65,99.0,103.57
1989-12-29,71.2032,62.33,91.62,76.14,72.56,75.11,64.7,78.08,99.89,103.76
1990-01-01,71.2032,62.33,91.62,76.14,72.56,75.11,64.7,78.08,99.89,103.76
1990-01-02,73.3261,62.86,92.03,77.35,73.63,76.87,67.14,79.88,101.27,104.6
1990-01-03,73.1503,62.72,90.74,77.48,74.18,76.81,67.29,80.17,100.47,103.66
1990-01-04,72.8757,61.89,89.68,76.97,73.68,76.54,67.64,79.92,97.78,102.09
1990-01-05,72.3403,61.38,88.79,76.24,72.6,76.08,67.26,79.59,95.64,100.67
1990-01-08,72.4688,61.41,89.65,76.31,73.01,76.42,67.75,79.61,97.12,100.5
1990-01-09,71.5287,60.72,88.61,75.22,72.18,75.47,67.18,78.99,95.64,99.57
1990-01-10,70.932,60.19,88.43,74.51,71.84,75.05,66.56,78.77,94.04,100.07
1990-01-11,71.0692,60.34,89.18,74.83,72.26,75.28,66.79,79.15,93.83,100.36
1990-01-12,69.1202,58.85,87.3,73.11,70.42,73.4,65.26,77.24,91.1,98.22
1990-01-15,68.3542,58.41,87.13,72.23,69.57,72.78,65.18,76.17,89.94,97.87
1990-01-16,69.2328,59.21,87.49,72.73,70.08,73.55,67.04,76.74,91.43,98.63
1990-01-17,68.5923,58.53,86.5,72.04,69.7,73.05,66.24,75.66,90.15,98.18
1990-01-18,68.5605,58.68,87.11,72.01,70.25,73.33,65.89,75.47,90.42,98.65
1990-01-19,68.8568,58.64,88.22,71.84,70.53,73.67,65.46,75.2,90.93,98.74
1990-01-22,67.0841,57.16,85.55,69.86,68.61,72.0,64.1,73.08,87.95,97.47
1990-01-23,67.1703,57.33,85.99,69.54,68.77,72.22,64.7,73.58,88.8,97.89
1990-01-24,66.584,56.91,86.0,68.94,68.74,72.09,64.84,72.95,88.76,97.33
1990-01-25,65.9036,55.62,85.35,68.29,67.64,71.12,64.2,71.74,87.92,96.27
1990-01-26,65.9868,55.43,85.87,67.91,67.52,71.24,64.25,71.86,86.33,96.95
1990-01-29,65.6394,55.41,86.58,67.36,67.41,70.79,64.26,71.58,86.43,96.77
1990-01-30,65.027,55.0,86.83,66.58,66.87,70.31,64.17,71.25,84.76,96.58
1990-01-31,66.4561,56.33,88.24,68.08,67.78,71.45,65.19,72.01,86.98,98.43
1990-02-01,66.2357,56.32,88.23,68.0,68.15,71.46,64.95,71.72,86.85,98.31
1990-02-02,66.7813,56.72,88.89,68.21,68.88,71.83,65.26,72.02,87.59,98.63
1990-02-05,66.9758,56.78,89.11,68.5,68.78,72.0,66.01,72.2,88.13,98.43
1990-02-06,66.476,56.39,88.55,67.91,68.09,71.73,66.31,71.75,86.78,98.1
1990-02-07,67.6813,57.03,90.14,68.62,68.79,72.44,67.83,72.34,87.15,98.77
1990-02-08,67.33,56.9,90.84,68.09,68.54,72.42,67.74,72.0,86.43,98.5
1990-02-09,67.5895,56.97,90.92,68.13,68.47,72.63,67.74,72.39,86.4,99.05
1990-02-12,66.9609,56.27,89.86,67.65,67.93,71.73,66.79,71.62,85.54,98.1
1990-02-13,67.1019,56.16,90.35,67.83,67.93,71.99,67.58,71.63,85.74,98.57
1990-02-14,67.3398,56.19,90.28,68.39,68.27,72.04,67.93,71.92,86.22,98.76
1990-02-15,67.8267,56.63,91.9,69.54,69.04,72.46,68.04,72.18,86.87,98.92
1990-02-16,67.1548,56.29,91.63,69.77,68.22,72.04,67.08,72.35,85.65,98.33
1990-02-19,67.1548,56.29,91.63,69.77,68.22,72.04,67.08,72.35,85.65,98.33
1990-02-20,66.1481,55.47,90.77,68.56,67.31,71.02,66.21,71.49,83.67,97.21
1990-02-21,66.3427,55.18,90.91,68.71,66.76,71.0,66.69,71.15,83.28,96.98
1990-02-22,65.9456,54.87,89.51,68.72,65.8,70.88,66.01,71.12,83.45,96.21
1990-02-23,65.584,54.57,88.96,68.64,64.65,70.83,65.52,70.9,83.37,96.12
1990-02-26,66.7277,55.17,90.33,69.68,65.45,71.75,66.58,71.55,84.87,96.9
1990-02-27,67.298,55.29,90.13,69.8,65.8,72.58,66.76,71.77,85.8,96.88
1990-02-28,67.6765,55.44,89.81,70.26,65.86,73.09,67.54,72.44,86.51,97.43
1990-03-01,67.8934,55.14,89.73,70.4,66.55,73.47,67.38,73.03,87.15,97.13
1990-03-02,68.7587,55.26,90.3,70.94,67.19,74.06,68.34,73.64,88.13,97.52
1990-03-05,68.653,55.19,89.63,70.0,66.62,73.62,68.27,73.23,87.77,96.85
1990-03-06,69.5847,56.18,90.87,70.63,67.47,74.41,68.94,74.07,89.0,97.73
1990-03-07,69.2601,56.32,90.73,70.27,67.27,74.35,69.16,73.66,88.24,96.93
1990-03-08,70.2483,57.04,90.85,70.92,67.69,75.05,70.35,74.53,89.36,97.4
1990-03-09,70.0566,56.42,89.74,70.29,67.41,74.78,70.12,73.88,88.73,96.56
1990-03-12,70.2957,56.7,89.78,70.36,67.33,74.74,70.47,74.27,89.1,96.64
1990-03-13,70.0498,56.32,88.9,69.77,66.11,74.36,70.03,73.45,88.46,95.89
1990-03-14,70.2556,56.6,89.6,69.76,66.31,74.77,69.98,73.49,87.93,96.05
1990-03-15,70.3604,56.79,90.03,69.67,67.06,74.74,70.48,74.01,88.32,96.25
1990-03-16,70.9603,57.62,91.14,69.75,67.77,75.66,71.94,75.05,89.68,96.57
1990-03-19,71.0947,58.18,90.97,69.56,68.12,76.37,73.23,75.5,90.14,96.32
1990-03-20,70.7144,58.19,90.1,68.94,67.61,76.23,72.48,74.87,89.61,96.03
1990-03-21,70.303,58.07,89.41,68.47,67.18,75.88,71.89,74.4,89.24,95.88
1990-03-22,69.3108,57.37,88.67,67.29,66.44,75.03,70.88,73.49,88.4,94.86
1990-03-23,69.5244,57.86,88.88,67.65,67.01,75.52,70.7,73.64,89.07,94.95
1990-03-26,69.8731,58.11,88.81,67.69,67.22,75.66,70.52,73.35,89.07,94.9
1990-03-27,70.6434,58.95,89.69,68.21,68.36,76.63,70.87,73.84,90.66,95.69
1990-03-28,70.5211,58.92,89.97,68.56,68.6,76.61,70.48,74.13,91.34,95.77
1990-03-29,69.9908,58.72,89.92,68.23,68.42,76.22,70.44,73.96,91.09,95.6
1990-03-30,69.6771,58.61,90.07,68.03,68.07,76.11,70.06,73.57,90.85,95.7
1990-04-02,69.3711,58.57,89.97,67.49,67.85,75.62,70.04,73.28,90.51,95.33
1990-04-03,70.3923,59.83,91.46,68.3,68.98,76.5,71.05,74.14,91.88,96.09
1990-04-04,70.0246,59.54,90.21,67.83,68.68,76.03,70.66,73.48,90.74,95.58
1990-04-05,70.0472,59.85,90.01,67.08,68.92,76.06,69.94,73.28,91.05,95.14
1990-04-06,69.8823,60.02,89.83,66.21,68.99,76.09,69.28,73.26,91.02,95.05
1990-04-09,70.1069,60.78,89.59,66.99,69.67,76.19,69.19,73.2,91.39,95.06
1990-04-10,70.1464,61.13,88.8,67.68,69.93,76.36,70.08,73.33,91.61,94.61
1990-04-11,70.381,61.02,87.45,68.11,70.03,76.47,70.6,73.21,91.58,94.65
1990-04-12,70.9511,61.52,88.23,68.9,70.56,77.13,70.76,73.47,92.0,94.78
1990-04-13,70.9511,61.52,88.23,68.9,70.56,77.13,70.76,73.47,92.0,94.78
1990-04-16,70.9679,61.49,88.43,68.85,70.17,77.4,71.68,73.17,92.29,94.86
1990-04-17,70.7303,61.5,88.79,69.19,70.28,77.36,71.38,73.08,92.1,94.72
1990-04-18,70.0194,60.71,87.93,68.35,69.72,76.56,70.27,72.32,90.35,93.95
1990-04-19,69.5533,59.7,87.96,67.63,69.07,76.04,69.85,71.6,89.63,93.52
1990-04-20,68.9553,59.08,87.8,66.59,68.47,75.5,69.74,70.58,88.57,92.29
1990-04-23,67.9534,58.74,86.59,65.66,67.54,74.46,69.28,69.58,87.45,91.41
1990-04-24,67.6636,58.91,86.51,65.28,67.48,74.33,69.0,69.36,87.08,91.46
1990-04-25,67.9341,59.31,86.94,65.48,67.75,74.75,69.48,69.8,87.59,91.64
1990-04-26,67.7152,59.64,87.03,65.4,68.65,74.98,69.45,70.49,87.84,91.45
1990-04-27,66.7711,58.76,86.27,64.7,67.96,74.18,68.48,69.91,86.88,90.39
1990-04-30,67.0729,59.28,86.62,64.99,68.25,74.48,69.42,69.91,87.53,90.36
1990-05-01,67.5015,59.63,87.01,65.31,68.72,74.8,69.25,69.87,87.98,90.86
1990-05-02,68.1396,60.04,87.81,66.0,69.32,75.21,70.04,69.89,88.01,91.01
1990-05-03,68.1685,60.12,88.32,66.03,69.43,75.46,70.45,70.41,88.36,91.48
1990-05-04,68.6644,60.7,88.96,66.81,69.77,75.93,71.31,70.82,89.38,92.54
1990-05-07,69.0002,61.19,89.18,67.31,70.32,76.4,71.89,71.42,89.68,93.54
1990-05-08,69.0815,61.52,89.23,67.69,70.83,76.8,72.06,71.83,90.33,94.15
1990-05-09,69.1414,61.53,89.41,67.69,71.03,77.04,72.21,72.23,90.77,94.73
1990-05-10,69.378,61.47,89.72,67.9,71.55,77.07,72.84,72.27,91.07,94.87
1990-05-11,71.2387,63.1,91.88,69.71,73.2,78.63,74.13,73.74,93.66,96.85
1990-05-14,71.8982,63.48,92.7,70.58,73.66,79.08,74.53,74.39,94.82,96.95
1990-05-15,71.852,63.42,92.27,71.15,73.47,78.8,74.94,74.41,94.03,96.8
1990-05-16,71.7538,63.32,92.2,70.96,73.39,78.73,74.69,74.11,94.69,96.84
1990-05-17,71.8276,63.54,92.34,71.06,73.78,78.67,74.97,74.37,94.66,96.29
1990-05-18,72.0591,63.49,92.24,71.06,73.68,78.78,74.81,74.48,94.91,96.16
1990-05-21,73.2638,64.28,92.67,71.65,75.08,79.31,75.83,74.91,95.32,96.0
1990-05-22,73.3347,64.68,92.24,71.63,75.83,79.34,76.3,75.03,94.98,95.64
1990-05-23,73.6475,65.16,91.71,72.1,76.18,79.25,77.41,74.88,95.07,95.5
1990-05-24,73.5755,64.95,90.67,72.34,76.23,79.42,77.67,74.67,94.23,94.92
1990-05-25,72.8511,63.93,89.6,71.67,75.83,78.77,76.27,74.06,92.84,94.44
1990-05-28,72.8511,63.93,89.6,71.67,75.83,78.77,76.27,74.06,92.84,94.44
1990-05-29,74.1978,65.21,91.46,72.46,76.86,79.9,78.1,75.3,94.65,95.34
1990-05-30,74.2811,65.14,91.97,72.57,76.93,79.76,78.21,75.14,94.89,94.9
1990-05-31,74.2625,65.34,91.94,72.89,77.01,79.97,78.06,75.15,95.02,94.71
1990-06-01,74.9015,66.08,91.64,73.97,77.49,80.53,77.76,75.31,95.34,94.87
1990-06-04,75.964,66.94,92.36,75.75,78.0,81.42,78.67,75.78,96.0,96.46
1990-06-05,75.7684,66.81,91.48,76.39,77.91,81.27,78.38,75.83,95.57,96.5
1990-06-06,75.5801,66.37,90.38,75.78,77.7,81.01,78.41,75.62,95.19,96.4
1990-06-07,75.1757,66.29,90.08,75.3,76.93,80.63,78.31,75.02,94.51,96.1
1990-06-08,74.0343,65.55,89.4,74.08,75.71,79.74,77.19,74.24,93.35,95.3
1990-06-11,74.7125,66.0,90.44,74.41,76.56,80.41,77.74,74.83,94.03,95.69
1990-06-12,75.9031,67.18,91.65,74.79,78.1,81.4,78.48,75.4,95.05,96.43
1990-06-13,75.8121,66.75,91.13,74.04,77.91,81.37,78.59,74.78,94.86,95.99
1990-06-14,75.548,66.53,90.77,72.84,77.71,81.28,78.34,74.49,93.13,95.66
1990-06-15,75.5374,66.48,91.21,72.74,77.75,81.26,78.12,74.7,92.87,95.46
1990-06-18,74.2703,65.31,89.73,71.26,76.64,79.86,76.76,73.71,91.27,94.16
1990-06-19,74.6289,65.95,90.27,71.47,76.66,80.3,76.92,73.79,91.58,94.47
1990-06-20,74.601,66.02,90.79,70.92,77.46,80.45,76.9,73.73,92.26,94.24
1990-06-21,74.6852,66.47,90.89,71.11,78.71,80.7,77.35,73.67,92.32,94.47
1990-06-22,73.6612,65.85,89.51,70.26,77.82,79.64,75.78,72.62,90.05,93.8
1990-06-25,72.7112,65.56,88.97,69.37,77.19,78.88,75.44,72.05,89.0,93.02
1990-06-26,72.2383,66.15,88.86,69.27,77.56,78.43,75.07,71.92,89.27,93.13
1990-06-27,72.8795,66.95,89.66,69.79,79.32,78.98,75.76,71.9,89.17,94.15
1990-06-28,73.592,67.72,90.0,70.27,80.87,79.29,76.27,72.38,88.97,94.18
1990-06-29,73.775,67.71,89.83,70.42,80.36,79.49,76.6,72.67,89.1,94.69
1990-07-02,73.9843,68.1,89.66,70.6,80.89,79.93,77.34,73.14,89.78,94.52
1990-07-03,74.1743,68.51,89.46,70.4,81.39,80.38,76.95,73.53,89.57,94.29
1990-07-04,74.1743,68.51,89.46,70.4,81.39,80.38,76.95,73.53,89.57,94.29
1990-07-05,73.0358,67.69,88.58,69.4,80.75,79.43,76.36,72.64,87.77,93.12
1990-07-06,73.4983,68.85,89.06,69.94,81.43,80.08,76.79,73.16,88.06,93.32
1990-07-09,74.583,68.92,89.07,69.93,81.34,80.46,77.44,73.03,87.98,93.0
1990-07-10,74.0933,68.27,88.47,69.01,81.1,79.7,76.95,72.8,86.4,92.16
1990-07-11,74.9583,69.4,90.59,69.61,82.74,80.82,77.74,74.24,85.82,92.67
1990-07-12,75.6338,70.21,93.7,69.89,83.29,81.82,77.76,75.72,85.79,93.35
1990-07-13,75.9915,70.31,94.18,70.25,83.77,82.66,77.97,75.99,86.46,93.39
1990-07-16,76.5235,70.48,94.22,70.85,84.45,82.92,78.81,76.37,86.63,93.17
1990-07-17,75.9039,70.79,94.18,71.06,84.36,82.64,77.88,76.22,84.84,93.0
1990-07-18,74.5915,70.39,93.66,70.61,83.76,81.84,77.02,75.66,84.19,92.14
1990-07-19,74.5576,70.44,95.88,70.19,83.92,81.7,76.38,76.05,84.94,92.14
1990-07-20,73.4882,70.03,95.06,69.37,83.66,80.66,74.21,75.58,84.49,91.69
1990-07-23,71.677,68.45,94.12,68.28,81.85,79.24,72.84,74.45,83.58,90.67
1990-07-24,71.1063,68.85,96.79,67.74,81.77,79.31,71.94,73.82,83.49,91.03
1990-07-25,71.186,69.12,96.2,68.07,82.84,79.57,72.35,74.53,83.62,91.88
1990-07-26,71.0148,68.69,95.08,67.97,82.62,79.41,71.65,75.08,83.62,91.98
1990-07-27,70.0757,68.15,95.24,67.34,81.96,78.72,70.74,74.84,83.04,92.21
1990-07-30,70.0807,68.43,96.82,67.41,82.18,78.86,71.0,75.15,84.16,93.91
1990-07-31,69.5827,68.39,98.24,67.01,82.8,78.37,70.93,74.99,85.3,94.89
1990-08-01,69.222,68.23,98.64,65.84,82.98,78.09,70.47,74.95,85.75,95.55
1990-08-02,67.7581,66.82,101.37,64.46,80.81,76.9,69.1,73.98,85.11,94.86
1990-08-03,66.3849,65.26,100.2,63.27,78.65,75.41,67.47,72.62,83.93,93.73
1990-08-06,63.6009,62.86,101.48,61.33,75.52,72.16,64.8,70.08,81.0,91.62
1990-08-07,63.2835,63.43,100.35,61.98,76.34,72.37,64.83,69.96,81.24,91.62
1990-08-08,64.5957,64.89,98.42,62.8,78.23,73.41,65.29,70.17,82.4,92.28
1990-08-09,65.1456,65.77,98.31,63.23,78.49,73.93,65.23,70.49,82.45,91.91
1990-08-10,63.7802,64.78,98.31,62.66,77.15,72.63,64.54,69.37,81.35,91.34
1990-08-13,64.3342,65.56,99.33,62.75,78.42,73.01,65.48,70.26,82.52,91.62
1990-08-14,64.6228,66.2,99.25,62.82,78.76,72.83,65.37,70.15,82.39,91.8
1990-08-15,64.6156,66.89,98.63,62.93,79.14,72.75,65.4,70.2,83.11,92.27
1990-08-16,62.6383,64.93,98.4,61.1,76.74,70.86,64.07,68.98,81.03,91.0
1990-08-17,61.0375,63.73,99.21,59.98,75.84,69.47,62.45,68.14,80.18,90.33
1990-08-20,61.0934,63.72,100.58,59.73,75.74,69.39,62.18,68.36,80.62,90.46
1990-08-21,59.7598,62.36,98.63,58.29,74.27,67.8,60.95,67.44,78.92,89.18
1990-08-22,58.8668,60.76,98.03,57.35,72.52,66.69,60.25,66.36,77.03,88.21
1990-08-23,57.0062,58.68,94.78,55.87,70.52,64.69,59.21,64.41,74.34,85.96
1990-08-24,58.4827,60.12,93.69,56.61,71.95,66.38,61.31,65.18,74.66,85.5
1990-08-27,60.9714,62.78,94.15,58.46,74.94,68.78,63.57,66.75,77.54,86.9
1990-08-28,61.0855,62.84,95.69,58.14,75.48,68.44,63.32,66.57,75.91,86.31
1990-08-29,61.5224,63.77,96.07,58.62,76.57,68.92,63.24,67.05,77.13,87.26
1990-08-30,60.2015,62.49,94.4,57.86,75.55,68.07,61.72,66.01,75.62,86.36
1990-08-31,60.8885,63.4,95.89,58.62,76.37,68.5,62.06,66.51,77.28,87.41
1990-09-03,60.8885,63.4,95.89,58.62,76.37,68.5,62.06,66.51,77.28,87.41
1990-09-04,60.8583,63.48,96.61,58.62,76.61,68.37,62.4,66.76,77.02,87.58
1990-09-05,60.8031,63.75,98.51,58.78,76.6,68.44,61.82,67.09,77.15,88.27
1990-09-06,59.5315,62.76,98.56,58.05,75.51,67.69,60.91,66.13,75.87,87.95
1990-09-07,59.933,63.66,98.99,58.71,76.58,68.19,61.8,66.24,76.66,88.86
1990-09-10,59.4525,63.44,97.84,58.42,76.44,68.13,61.75,65.75,75.91,88.69
1990-09-11,59.3029,63.45,97.55,57.72,76.42,68.09,61.7,65.73,76.08,88.37
1990-09-12,59.4278,63.81,98.8,57.8,76.71,67.95,61.82,66.19,76.65,88.88
1990-09-13,58.5894,62.89,98.2,56.85,75.55,66.94,60.5,65.54,76.47,88.26
1990-09-14,58.2314,62.28,98.44,56.08,75.13,65.99,60.06,65.16,77.01,87.99
1990-09-17,58.177,62.35,99.84,55.99,75.52,65.88,60.13,65.29,77.27,88.14
1990-09-18,58.4577,62.59,99.37,55.69,75.9,65.95,60.72,65.43,78.16,88.53
1990-09-19,57.8369,62.5,99.0,55.2,74.62,65.17,61.02,65.13,77.91,88.7
1990-09-20,56.5647,61.27,98.06,53.8,73.16,63.92,59.97,64.25,77.47,88.09
1990-09-21,56.5679,60.8,98.58,53.2,72.89,64.04,59.53,63.5,78.74,88.81
1990-09-24,55.087,59.47,97.57,51.27,71.51,62.3,58.19,61.77,77.34,87.64
1990-09-25,55.9194,60.5,96.91,51.9,73.33,63.27,59.29,62.01,78.94,88.0
1990-09-26,55.5404,60.02,95.25,50.5,72.69,62.63,58.41,61.59,78.81,87.77
1990-09-27,54.8592,59.79,93.64,48.68,71.61,61.14,57.6,61.2,78.54,87.87
1990-09-28,55.6584,60.95,93.06,51.02,73.37,62.76,59.43,61.51,79.98,88.08
1990-10-01,57.5004,63.76,93.04,52.76,76.73,64.42,60.57,63.2,83.09,90.28
1990-10-02,58.1524,64.09,92.72,52.45,76.46,64.68,60.14,63.16,82.96,90.37
1990-10-03,56.6853,63.72,93.38,51.17,75.32,63.76,59.07,62.88,80.93,90.0
1990-10-04,56.7391,64.18,94.09,51.59,75.74,63.52,58.48,63.1,81.63,91.37
1990-10-05,56.5076,63.98,93.59,50.94,75.52,63.28,58.66,62.68,81.43,91.53
1990-10-08,56.606,64.26,94.22,50.89,76.67,63.32,59.17,62.92,82.74,92.64
1990-10-09,54.4346,62.26,92.83,49.32,74.52,61.82,56.54,61.06,81.32,91.22
1990-10-10,53.4113,61.57,91.03,48.43,74.28,60.79,55.56,59.81,79.59,90.64
1990-10-11,52.3722,60.54,89.45,47.2,73.18,59.64,54.56,58.46,79.19,90.35
1990-10-12,53.6106,61.79,89.33,48.33,74.37,60.83,54.55,58.56,81.36,92.12
1990-10-15,54.2162,62.69,89.81,48.99,75.79,61.47,54.39,58.56,83.08,92.6
1990-10-16,53.2579,62.14,88.99,47.84,75.06,60.01,54.15,57.42,81.35,92.51
1990-10-17,52.8898,61.8,89.24,47.42,75.47,60.21,54.71,57.42,80.73,93.02
1990-10-18,54.532,63.71,89.37,48.73,77.75,61.95,57.22,59.12,81.71,93.49
1990-10-19,56.1179,65.49,91.65,49.79,78.17,63.29,58.36,61.06,83.22,94.56
