Dates,MXUS0TC Index,MXUS0CD Index,MXUS0CS Index,MXUS0EN Index,MXUS0FN Index,MXUS0HC Index,MXUS0IN Index,MXUS0IT Index,MXUS0MT Index,MXUS0RE Index,MXUS0UT Index
2005-04-28,34.14,92.72,90.5,165.24,120.56,94.5,121.86,64.04,121.52,150.9464,91.96
2005-04-29,34.49,92.92,91.04,167.24,122.44,95.94,123.53,64.77,124.53,153.6375,93.22
2005-05-02,34.11,93.41,91.76,170.23,122.78,96.25,124.05,64.88,125.28,153.2048,93.56
2005-05-03,34.1,93.7,92.23,166.38,122.87,96.55,123.2,65.1,125.97,153.1833,93.03
2005-05-04,34.18,95.61,92.9,168.36,125.09,97.36,124.41,65.89,127.84,154.5842,93.2
2005-05-05,33.9,95.23,92.72,169.91,124.53,97.32,123.77,65.72,127.21,155.6628,92.7
2005-05-06,33.89,95.08,92.54,169.43,123.8,97.06,124.2,66.04,127.41,153.9776,92.5
2005-05-09,33.92,95.73,92.97,171.33,124.85,97.62,125.06,66.31,127.36,157.1813,93.14
2005-05-10,33.72,94.68,92.4,168.68,123.26,97.06,123.69,65.59,125.42,156.9615,92.55
2005-05-11,33.72,94.69,92.76,169.3,123.89,97.28,124.64,66.01,125.4,157.3273,92.68
2005-05-12,33.6,94.11,92.3,162.14,122.64,97.05,123.16,65.97,121.92,155.6782,91.87
2005-05-13,33.4,93.96,91.62,159.44,121.51,96.45,122.49,66.99,119.56,153.8292,90.48
2005-05-16,33.79,94.97,92.58,158.68,123.53,97.47,124.08,67.51,119.83,155.5488,90.88
2005-05-17,33.94,95.77,93.02,161.02,124.43,97.59,125.06,67.9,121.6,156.5676,92.0
2005-05-18,34.23,97.59,93.94,160.53,125.79,97.65,126.9,68.77,124.38,158.1953,92.15
2005-05-19,34.46,98.48,94.34,163.6,126.01,97.78,126.89,69.25,123.91,160.403,92.44
2005-05-20,34.42,98.23,94.34,161.89,125.96,97.56,126.89,69.43,122.88,161.0264,92.46
2005-05-23,34.49,98.69,94.41,164.23,125.97,97.97,127.73,69.68,123.96,160.9491,92.17
2005-05-24,34.38,98.61,94.18,165.32,125.7,98.03,127.44,69.98,123.66,158.6746,92.2
2005-05-25,34.44,98.14,93.93,167.28,125.07,97.51,126.46,69.66,122.3,156.6894,92.05
2005-05-26,34.6,98.77,94.07,168.58,125.96,97.84,127.2,70.49,123.17,156.0126,92.29
2005-05-27,34.7,98.91,93.81,170.85,126.13,97.57,127.12,70.41,123.62,156.7732,92.81
2005-05-30,34.7,98.91,93.81,170.85,126.13,97.57,127.12,70.41,123.62,156.7732,92.81
2005-05-31,34.59,98.28,93.18,169.29,125.62,96.95,126.2,69.81,122.53,157.6239,92.89
2005-06-01,34.64,98.95,93.98,172.28,126.7,97.45,127.24,70.57,124.44,159.6255,93.82
2005-06-02,34.76,99.61,94.3,172.43,126.51,97.59,127.21,70.96,124.1,159.0278,93.8
2005-06-03,34.75,98.84,93.43,172.87,125.71,96.94,126.5,70.01,123.51,158.8687,93.89
2005-06-06,34.57,98.95,93.54,173.72,126.04,97.01,126.65,70.03,123.42,159.5725,93.88
2005-06-07,34.66,99.14,93.8,172.44,126.0,97.07,127.0,69.7,123.94,161.0475,94.12
2005-06-08,34.77,98.7,93.58,172.17,126.09,96.36,126.41,69.65,123.44,161.9062,94.1
2005-06-09,34.68,99.2,93.6,177.05,126.36,96.86,126.41,70.24,123.01,161.7765,94.28
2005-06-10,34.87,99.06,93.42,177.15,126.05,96.51,126.19,69.59,123.95,161.6565,94.69
2005-06-13,35.25,99.29,93.17,177.71,126.12,96.98,126.23,69.85,124.8,162.399,95.03
2005-06-14,35.17,100.23,93.46,178.25,126.39,97.7,126.07,69.5,125.21,163.7616,95.38
2005-06-15,35.26,100.28,93.44,180.41,126.8,97.44,126.11,69.74,126.29,163.4218,94.94
2005-06-16,35.14,100.61,93.35,183.05,127.21,97.93,126.27,70.01,127.99,163.2562,94.81
2005-06-17,35.27,100.8,93.46,185.53,127.87,98.5,127.41,69.99,127.95,165.2778,95.85
2005-06-20,35.34,100.95,93.31,185.83,127.83,98.53,126.88,69.99,126.48,165.1494,96.02
2005-06-21,35.18,100.92,93.22,182.2,127.96,98.17,126.55,70.29,125.78,163.5427,96.0
2005-06-22,35.19,100.92,93.11,182.98,128.04,97.89,125.97,70.45,125.66,163.3058,96.81
2005-06-23,34.84,99.44,91.95,182.36,126.7,97.13,123.32,69.95,122.92,163.1286,97.15
2005-06-24,34.69,98.59,90.94,180.74,126.55,96.73,122.38,68.95,121.41,162.0318,96.42
2005-06-27,34.64,98.24,91.04,183.66,126.51,96.39,122.15,68.52,120.97,161.905,96.94
2005-06-28,34.94,99.56,92.15,181.34,127.61,97.43,124.21,69.2,122.62,162.6511,97.89
2005-06-29,35.17,98.99,91.85,180.56,128.12,97.18,123.54,69.2,122.3,162.9693,97.67
2005-06-30,35.04,98.56,91.07,179.05,127.35,96.47,122.63,68.63,120.35,163.2431,97.83
2005-07-01,35.13,98.68,91.27,182.35,127.48,96.36,122.87,68.67,120.25,164.9002,98.77
2005-07-04,35.13,98.68,91.27,182.35,127.48,96.36,122.87,68.67,120.25,164.9002,98.77
2005-07-05,35.36,99.63,91.81,187.91,128.4,96.93,123.25,69.26,120.37,166.5235,98.92
2005-07-06,34.93,98.85,91.02,184.82,127.6,96.24,122.06,69.12,119.98,165.9129,97.29
2005-07-07,34.81,99.07,90.74,186.72,127.84,96.4,122.24,69.39,120.18,166.7684,97.99
2005-07-08,35.13,100.47,91.87,185.76,129.01,97.51,124.29,70.63,122.57,169.2116,99.04
2005-07-11,35.26,101.27,92.5,187.2,129.53,97.77,124.75,71.33,124.4,171.362,99.78
2005-07-12,35.17,101.73,92.64,188.41,129.82,97.76,124.17,71.77,124.12,171.5831,100.05
2005-07-13,35.33,101.54,92.98,187.44,130.11,97.17,124.52,72.17,123.79,170.4534,100.19
2005-07-14,35.52,101.82,93.54,183.29,130.64,97.66,125.55,72.71,123.98,167.8884,99.17
2005-07-15,35.49,102.45,93.53,182.36,130.96,98.09,125.58,72.74,123.6,168.8488,99.13
2005-07-18,35.06,102.45,93.1,181.69,129.66,97.49,125.04,72.37,123.3,169.3543,98.9
2005-07-19,35.14,102.99,93.02,185.35,129.78,97.64,126.09,73.66,125.48,170.6455,99.2
2005-07-20,35.24,103.44,93.18,185.82,130.21,98.97,127.26,73.48,127.45,172.2097,99.61
2005-07-21,34.97,103.02,92.81,183.62,129.52,98.01,126.65,72.96,126.79,169.6404,97.93
2005-07-22,35.07,103.66,93.21,189.94,130.18,97.82,127.08,72.67,127.59,170.8207,98.89
2005-07-25,35.02,102.9,92.88,191.42,129.72,97.16,126.09,72.34,126.5,171.6244,98.65
2005-07-26,35.21,103.51,93.08,190.7,129.93,97.5,126.29,72.67,124.66,173.4731,98.69
2005-07-27,35.83,103.92,93.32,191.41,129.97,98.43,126.8,73.02,125.96,173.8977,99.11
2005-07-28,36.27,104.95,94.04,192.3,130.29,99.3,127.59,72.98,127.42,176.2582,99.78
2005-07-29,36.16,103.98,93.64,189.83,129.18,98.75,126.62,72.55,126.89,176.0636,99.73
2005-08-01,36.13,104.01,93.29,191.68,129.16,99.36,126.46,72.76,126.47,175.8891,98.55
2005-08-02,36.05,104.33,93.67,194.54,130.04,99.74,126.15,73.72,128.17,177.1422,100.63
2005-08-03,36.34,103.93,93.67,193.49,130.18,99.89,125.97,74.03,128.76,176.704,101.08
2005-08-04,36.13,102.96,92.99,193.5,129.27,98.95,125.17,73.35,127.52,173.3953,100.26
2005-08-05,35.85,102.06,92.39,191.97,127.64,98.11,124.4,73.14,126.82,167.2583,98.5
2005-08-08,35.54,101.75,92.12,194.31,126.89,97.63,124.23,72.75,126.89,160.8691,96.58
2005-08-09,35.83,102.8,92.38,194.53,127.62,98.62,125.25,73.21,127.55,162.7306,97.47
2005-08-10,35.73,102.67,92.24,197.45,127.49,98.41,124.82,72.26,128.04,163.6093,97.5
2005-08-11,35.9,103.17,92.54,199.54,128.22,99.12,126.26,72.82,129.23,165.5662,98.19
2005-08-12,35.49,102.94,92.12,198.99,127.72,98.46,125.46,72.04,128.14,165.8513,97.91
2005-08-15,35.48,103.49,92.72,197.09,128.35,98.59,125.85,72.4,128.04,167.1049,98.21
2005-08-16,35.33,101.72,91.8,192.94,127.77,97.83,124.24,71.46,125.83,168.1724,96.82
2005-08-17,35.47,102.05,91.81,188.91,127.7,98.06,124.65,72.25,125.34,166.3945,96.51
2005-08-18,35.25,101.8,92.67,188.66,127.75,98.1,124.13,71.79,124.49,165.0719,96.94
2005-08-19,35.33,101.29,92.73,191.38,127.9,97.37,124.54,71.79,124.72,164.3377,97.59
2005-08-22,35.4,101.19,92.89,191.86,128.24,97.31,124.81,71.97,124.71,165.1087,98.33
2005-08-23,35.55,100.94,92.79,191.82,127.53,96.73,124.22,71.92,122.66,165.2031,98.99
2005-08-24,35.09,100.15,91.91,192.78,126.31,96.4,123.15,71.58,121.43,165.8522,98.46
2005-08-25,34.97,100.49,92.15,192.96,126.71,96.54,123.32,71.76,121.39,166.4215,99.37
2005-08-26,34.74,99.84,91.89,190.81,125.54,96.14,122.76,71.51,120.64,164.3346,98.96
2005-08-29,34.83,100.19,92.47,191.99,126.19,97.13,123.3,72.02,121.35,164.1408,99.53
2005-08-30,34.67,99.3,91.97,194.8,125.43,96.99,122.29,71.91,120.36,164.7592,99.43
2005-08-31,35.14,100.11,92.48,199.93,126.33,98.13,123.55,72.38,121.4,168.2565,100.31
2005-09-01,35.07,99.17,92.32,204.79,126.71,98.1,122.89,72.04,121.92,168.7219,101.66
2005-09-02,34.84,98.81,92.34,201.08,126.55,98.08,123.17,71.9,121.5,168.1183,101.53
2005-09-05,34.84,98.81,92.34,201.08,126.55,98.08,123.17,71.9,121.5,168.1183,101.53
2005-09-06,35.25,100.38,93.48,202.51,127.94,99.6,124.83,72.79,122.29,172.0435,102.72
2005-09-07,35.13,101.22,93.43,203.0,127.99,100.16,125.18,72.89,123.19,170.8953,102.58
2005-09-08,34.96,100.28,93.16,202.81,127.29,99.84,124.52,73.03,122.75,170.2425,101.66
2005-09-09,35.13,100.97,93.64,208.39,128.13,100.33,125.2,73.26,123.99,170.9913,102.86
2005-09-12,34.93,101.39,93.73,204.83,128.3,100.08,125.99,73.4,124.43,170.1736,102.63
2005-09-13,34.79,100.07,92.54,202.91,127.58,98.9,125.46,73.44,122.99,168.9161,101.92
2005-09-14,34.59,99.1,92.2,205.01,127.26,98.7,124.57,72.74,123.34,168.8352,102.34
2005-09-15,34.67,99.21,92.55,205.19,127.33,98.8,124.76,72.47,123.07,169.3443,103.13
2005-09-16,35.12,99.25,93.02,207.59,129.15,99.54,125.5,72.94,123.98,169.2685,104.15
2005-09-19,34.73,97.98,92.44,212.52,128.1,98.79,123.86,72.49,122.92,167.492,104.08
2005-09-20,34.35,96.35,91.7,211.19,127.47,98.1,123.22,72.11,121.22,166.4874,103.54
2005-09-21,34.02,94.96,90.48,213.57,125.33,97.6,122.39,71.35,119.85,162.6827,102.07
2005-09-22,34.18,96.39,91.11,212.41,125.95,97.71,122.74,71.44,120.32,163.409,101.28
2005-09-23,34.3,96.58,91.26,208.93,126.3,97.74,123.53,71.64,120.55,163.516,101.6
2005-09-26,34.22,96.71,91.14,212.55,126.05,97.44,123.19,71.54,120.52,164.196,102.19
2005-09-27,34.02,96.49,91.94,212.74,126.04,96.85,123.96,71.21,120.47,163.6867,102.49
2005-09-28,34.38,95.9,92.12,214.61,125.42,96.89,123.9,71.53,120.58,161.935,103.45
2005-09-29,34.33,96.7,92.89,216.03,127.37,97.32,124.48,72.33,121.26,164.2197,104.48
2005-09-30,34.6,97.43,93.63,212.69,127.15,97.43,124.99,72.79,122.11,166.4342,104.35
2005-10-03,34.41,97.31,93.53,212.01,126.98,97.46,124.33,72.82,121.67,167.2493,105.42
2005-10-04,34.31,96.6,93.19,204.76,125.58,97.83,123.08,71.98,120.46,164.2301,103.66
2005-10-05,33.64,95.13,92.42,197.91,124.88,96.24,121.64,70.92,117.66,161.3411,100.5
2005-10-06,33.31,95.1,92.06,193.51,125.14,95.52,122.7,70.35,117.03,161.1008,99.22
2005-10-07,33.15,95.23,91.82,197.64,125.25,95.29,123.88,70.52,118.29,159.679,100.28
2005-10-10,33.04,94.54,91.49,194.5,124.41,95.22,123.09,69.91,117.73,157.6922,98.45
2005-10-11,32.53,94.09,91.58,198.67,123.67,94.67,122.51,69.6,117.9,156.7004,98.52
2005-10-12,32.46,92.96,91.27,195.55,122.93,94.62,122.35,69.09,116.86,153.9618,96.89
2005-10-13,32.38,93.22,90.93,191.02,123.38,95.18,122.31,69.52,116.64,153.3958,94.72
2005-10-14,32.61,94.11,91.56,193.57,124.75,95.74,123.48,69.8,117.1,156.9216,95.65
2005-10-17,32.36,94.34,92.51,195.65,124.95,95.63,123.39,69.91,117.84,157.7764,96.89
2005-10-18,32.08,93.11,91.73,186.78,124.21,95.48,122.65,69.76,116.56,156.0326,95.02
2005-10-19,32.35,94.91,92.67,190.24,126.6,96.65,124.29,70.74,117.62,157.9861,95.44
2005-10-20,32.09,93.84,91.83,182.65,125.32,94.52,122.75,70.23,116.62,155.5222,92.98
2005-10-21,32.74,93.77,91.74,183.96,125.98,93.96,121.84,70.83,117.78,157.1463,94.25
2005-10-24,33.4,95.44,92.64,190.16,128.4,94.77,123.67,71.67,120.43,160.1494,96.65
2005-10-25,33.61,94.72,92.38,193.64,127.82,94.28,123.15,71.16,120.44,159.4192,96.76
2005-10-26,33.36,93.99,91.88,191.46,128.3,93.21,122.26,71.01,121.38,158.3062,95.55
2005-10-27,33.34,91.94,91.0,187.1,127.77,92.69,121.2,70.11,120.43,156.2646,94.51
2005-10-28,33.94,93.59,92.63,191.29,129.93,94.18,123.22,70.73,122.37,161.2544,96.5
2005-10-31,34.0,95.02,93.14,192.15,130.55,94.85,123.41,71.71,122.6,162.5592,97.54
2005-11-01,34.11,95.09,92.43,193.25,129.97,94.41,122.98,71.41,122.83,158.9451,95.43
2005-11-02,34.55,96.84,92.85,196.77,131.22,94.49,124.12,72.45,124.28,159.8242,96.05
2005-11-03,34.06,97.0,93.14,200.34,130.88,95.25,124.84,73.34,123.78,158.9726,95.91
2005-11-04,34.22,97.27,93.05,195.48,131.39,95.64,124.79,73.78,123.78,158.447,95.78
2005-11-07,33.99,97.94,93.24,192.18,132.37,95.81,125.25,74.12,124.2,159.5473,95.47
2005-11-08,34.21,96.76,92.92,193.31,131.8,95.49,124.56,73.91,123.4,158.749,95.35
2005-11-09,34.37,96.8,93.11,191.96,132.44,95.69,124.86,73.88,123.44,160.4772,96.05
2005-11-10,34.67,98.26,94.09,186.68,134.87,96.81,126.37,74.41,125.03,164.5799,95.51
2005-11-11,34.72,98.48,94.22,187.92,135.6,97.05,126.72,74.55,126.61,166.2339,94.66
2005-11-14,34.82,98.47,93.92,188.86,135.56,96.28,126.82,74.63,127.49,165.1075,94.02
2005-11-15,34.46,97.22,93.43,188.88,134.33,96.99,126.75,74.47,127.29,165.0082,94.19
2005-11-16,34.44,97.08,93.44,192.67,133.83,96.71,127.23,74.85,127.51,164.5557,94.87
2005-11-17,35.0,98.45,93.48,193.49,135.35,97.3,128.43,75.9,129.17,167.0144,96.24
2005-11-18,35.28,98.99,93.72,194.36,135.98,97.49,129.83,76.05,129.56,167.8062,96.28
2005-11-21,35.35,99.53,93.96,198.58,136.69,97.7,130.77,76.12,130.33,168.673,96.48
2005-11-22,35.61,99.98,94.54,201.53,137.72,97.18,131.19,76.67,130.76,170.842,96.64
2005-11-23,35.57,100.52,94.9,201.02,138.91,97.28,130.96,77.12,130.21,171.8398,97.44
2005-11-24,35.57,100.52,94.9,201.02,138.91,97.28,130.96,77.12,130.21,171.8398,97.44
2005-11-25,35.72,100.54,95.11,201.74,139.09,97.39,131.21,77.38,131.1,172.2369,97.93
2005-11-28,35.95,99.47,94.66,195.36,138.14,96.33,130.43,76.99,130.72,170.6241,97.52
2005-11-29,36.02,99.29,94.64,195.59,138.17,96.4,130.69,76.68,132.09,171.1317,97.78
2005-11-30,35.69,98.69,93.78,196.21,136.25,95.87,130.33,76.68,130.82,169.8499,96.78
2005-12-01,36.1,99.93,94.25,201.61,137.35,96.84,131.73,77.95,133.25,171.8828,97.5
2005-12-02,35.92,100.23,94.26,201.88,137.4,97.21,131.2,78.0,132.89,171.7818,97.33
2005-12-05,35.86,99.62,93.88,203.29,137.09,97.28,130.68,77.33,133.04,170.2822,97.37
2005-12-06,35.79,99.96,93.8,204.23,136.83,97.02,131.06,77.6,134.14,169.7647,97.21
2005-12-07,35.58,99.83,93.42,203.12,135.68,96.61,130.23,77.35,133.73,168.6022,96.48
2005-12-08,35.41,99.27,93.18,206.39,135.48,96.93,129.6,76.79,133.71,169.5217,97.52
2005-12-09,35.56,99.52,93.46,203.59,136.47,96.89,130.36,77.25,133.22,170.3681,98.43
2005-12-12,35.38,99.77,93.66,206.43,136.08,96.87,130.37,77.48,133.44,170.3043,97.85
2005-12-13,35.52,100.1,94.7,206.55,137.51,98.02,130.42,77.35,134.44,171.332,99.07
2005-12-14,35.41,100.56,95.21,209.25,138.06,98.15,131.54,77.26,133.61,171.4817,100.23
2005-12-15,35.4,100.27,95.47,207.42,137.38,98.51,131.8,77.2,133.04,170.0419,100.36
2005-12-16,35.31,99.98,95.46,202.4,137.59,98.55,131.89,76.97,132.43,170.4141,100.34
2005-12-19,35.26,98.91,95.22,200.83,136.63,99.32,130.7,75.94,131.93,168.4489,98.98
2005-12-20,35.03,98.7,94.76,202.57,136.86,99.24,130.67,75.9,131.3,168.241,99.31
2005-12-21,34.82,98.75,94.98,202.81,137.5,99.72,131.14,75.97,133.74,169.5891,98.19
2005-12-22,34.91,98.96,95.12,202.24,138.24,100.31,132.05,76.4,134.97,170.5461,98.75
2005-12-23,34.84,99.17,94.8,201.85,138.48,100.27,132.12,76.5,135.43,171.1753,98.83
2005-12-26,34.84,99.17,94.8,201.85,138.48,100.27,132.12,76.5,135.43,171.1753,98.83
2005-12-27,34.79,98.45,94.14,196.42,137.43,99.38,130.86,75.79,134.61,171.0096,98.37
2005-12-28,34.67,98.52,94.3,198.9,137.14,99.5,131.21,75.82,135.56,170.2214,98.11
2005-12-29,34.65,98.56,94.04,197.62,136.88,99.16,131.18,75.22,135.43,169.1838,97.92
2005-12-30,34.45,98.01,93.32,198.13,136.37,98.54,130.49,74.76,134.34,168.3064,97.56
2006-01-02,34.45,98.01,93.32,198.13,136.37,98.54,130.49,74.76,134.34,168.3064,97.56
2006-01-03,34.63,98.94,93.94,207.14,138.6,99.81,131.47,76.36,136.46,172.1962,99.52
2006-01-04,34.99,98.93,94.15,208.24,138.35,100.68,131.76,77.21,137.18,172.9068,99.57
2006-01-05,35.12,99.01,93.76,205.77,138.88,100.56,131.37,77.85,137.0,174.5884,98.95
2006-01-06,35.19,99.9,94.16,210.51,139.64,101.25,132.16,79.19,138.62,176.676,99.84
2006-01-09,35.28,100.78,94.45,210.35,140.27,101.8,132.84,79.4,138.43,177.971,99.47
2006-01-10,35.13,100.91,94.2,212.43,140.28,101.35,132.55,79.49,137.63,179.4525,99.51
2006-01-11,35.42,101.31,94.43,213.56,140.86,101.01,132.74,80.29,136.47,179.0835,99.23
2006-01-12,35.21,100.55,94.01,211.66,139.9,100.72,131.69,79.69,134.48,178.5871,99.19
2006-01-13,35.44,100.58,94.01,215.01,139.84,100.57,131.19,79.6,134.8,175.7178,99.89
2006-01-16,35.44,100.58,94.01,215.01,139.84,100.57,131.19,79.6,134.8,175.7178,99.89
2006-01-17,35.07,99.89,93.62,218.59,138.59,100.41,130.52,78.83,134.97,175.4531,100.93
2006-01-18,35.13,99.7,93.86,215.68,138.11,100.7,130.56,77.72,133.47,175.1562,101.12
2006-01-19,35.25,100.41,93.95,220.53,137.72,101.2,131.17,78.36,134.78,177.3545,102.01
2006-01-20,34.67,98.65,92.62,220.88,134.84,99.21,128.02,75.92,132.62,175.1348,101.24
2006-01-23,34.58,98.56,92.65,223.52,135.37,98.95,128.24,75.95,134.28,176.4111,101.37
2006-01-24,34.8,99.48,92.98,222.3,135.77,98.64,128.8,76.33,135.72,177.4349,102.1
2006-01-25,35.27,99.09,93.03,217.99,136.05,98.54,128.49,76.31,136.26,177.4177,100.67
2006-01-26,35.71,99.61,93.37,217.82,138.17,99.08,129.93,76.72,137.5,178.0173,99.8
2006-01-27,36.06,99.98,94.06,221.75,138.45,100.3,130.27,77.47,138.62,180.7455,100.36
2006-01-30,35.98,99.78,93.67,227.45,138.1,99.72,130.48,77.79,138.97,179.9417,99.71
2006-01-31,35.87,99.54,93.19,226.25,137.61,99.79,129.99,77.33,139.17,180.3615,99.86
2006-02-01,36.25,99.9,93.64,221.58,137.58,100.4,131.03,77.54,139.61,181.2064,100.12
2006-02-02,36.13,99.5,93.43,219.64,136.37,99.52,129.78,76.27,137.35,179.8958,98.68
2006-02-03,36.27,99.13,92.9,218.35,135.64,99.28,129.5,75.42,136.14,177.4253,98.06
2006-02-06,36.29,99.03,92.66,221.9,135.95,98.47,129.86,75.09,138.44,178.1433,98.58
2006-02-07,36.18,98.46,92.26,213.5,135.14,98.27,128.88,75.0,134.88,176.4903,98.06
2006-02-08,36.79,99.34,92.73,213.45,135.98,99.38,129.8,76.31,134.98,176.1152,97.81
2006-02-09,36.67,99.32,92.84,208.97,136.27,99.48,130.45,75.82,135.59,176.8947,98.22
2006-02-10,37.15,99.53,92.96,207.95,136.84,99.31,131.5,76.16,135.25,176.6375,98.23
2006-02-13,36.97,99.26,92.59,207.03,136.42,99.16,131.39,75.42,133.98,176.9717,98.08
2006-02-14,37.86,100.32,93.74,204.94,138.19,100.14,132.91,76.25,137.27,178.0037,97.87
2006-02-15,38.18,100.86,94.34,204.19,138.83,100.87,133.12,76.42,136.87,179.3345,97.95
2006-02-16,38.69,101.03,94.81,208.11,139.73,101.37,133.31,77.36,138.27,181.0205,98.68
2006-02-17,38.85,100.47,94.72,209.26,139.26,101.35,133.78,76.59,138.29,182.2847,99.68
2006-02-20,38.85,100.47,94.72,209.26,139.26,101.35,133.78,76.59,138.29,182.2847,99.68
2006-02-21,38.76,99.9,94.35,212.73,138.89,100.7,133.25,75.67,138.23,183.0134,99.85
2006-02-22,38.39,100.63,95.1,209.55,141.36,101.61,134.51,76.34,138.53,184.8075,100.37
2006-02-23,38.39,100.26,95.19,208.9,140.94,101.25,133.72,75.94,138.11,184.5235,99.89
2006-02-24,38.24,100.1,94.96,211.38,141.22,101.31,133.99,75.97,138.32,183.5363,100.19
2006-02-27,38.41,101.05,95.34,208.0,141.34,102.12,134.78,76.85,137.02,183.6848,101.09
2006-02-28,38.09,100.19,94.11,206.41,139.96,100.88,133.07,76.03,135.69,182.8917,100.32
2006-03-01,38.59,100.86,94.31,209.81,140.55,101.08,133.98,77.56,137.25,183.6252,100.05
2006-03-02,38.64,100.26,93.92,212.62,139.77,100.79,133.69,77.57,138.02,183.2635,99.94
2006-03-03,38.25,100.09,94.12,213.06,139.41,100.49,134.18,77.23,138.03,182.3745,99.78
2006-03-06,38.88,99.57,93.9,206.86,139.14,99.9,133.42,76.65,136.49,186.0277,97.57
2006-03-07,38.26,99.15,94.24,204.3,139.53,100.03,133.56,76.2,135.23,183.5388,97.29
2006-03-08,38.45,99.21,95.06,204.4,139.6,100.68,133.58,76.08,134.23,184.1024,97.4
2006-03-09,38.54,98.73,95.25,202.2,138.83,100.1,133.31,75.34,133.95,185.847,96.93
2006-03-10,38.97,99.5,96.1,203.05,139.93,100.48,134.73,75.59,136.31,187.4579,97.46
2006-03-13,38.99,99.48,95.95,206.36,139.92,100.57,134.79,75.71,136.34,186.3641,97.97
2006-03-14,39.29,100.54,95.94,210.45,141.49,101.19,136.14,76.79,138.65,187.8718,98.9
2006-03-15,39.29,101.02,95.52,211.08,141.81,101.56,137.94,77.31,140.45,191.5321,99.28
2006-03-16,39.36,101.27,95.61,214.27,142.28,101.46,138.22,76.6,140.68,193.3721,99.96
2006-03-17,39.18,101.47,95.79,212.4,142.66,101.99,139.04,76.88,140.87,195.4638,99.51
2006-03-20,38.94,101.29,96.03,208.59,142.65,102.11,139.01,77.2,140.19,192.1523,98.33
2006-03-21,38.96,100.79,95.63,208.32,141.36,101.34,138.23,76.74,138.4,189.7816,97.42
2006-03-22,39.28,101.05,96.18,209.51,142.33,102.39,139.49,76.72,139.34,190.3103,98.08
2006-03-23,39.26,101.04,95.66,212.08,141.68,101.9,138.62,76.48,139.62,190.6859,97.85
2006-03-24,39.5,101.05,95.68,213.37,141.66,101.77,138.62,76.89,139.67,189.7568,97.72
2006-03-27,39.55,100.96,95.29,214.15,141.61,101.0,138.45,76.94,140.49,187.5911,97.0
2006-03-28,39.16,100.53,94.56,215.13,140.39,100.07,137.82,76.33,139.78,190.1859,96.55
2006-03-29,39.48,101.23,95.0,217.32,141.0,100.32,138.82,77.62,141.45,194.3933,97.32
2006-03-30,39.2,101.03,94.42,217.5,140.25,100.12,139.19,77.77,141.92,191.0091,96.36
2006-03-31,39.15,100.72,94.01,215.22,140.19,99.64,139.2,77.4,140.92,191.0894,95.69
2006-04-03,39.24,100.52,94.2,216.04,140.25,99.54,139.54,77.81,142.33,187.5627,95.98
2006-04-04,39.48,100.96,94.29,218.91,141.61,99.63,140.42,78.11,142.79,185.9833,97.0
2006-04-05,39.49,101.66,94.31,221.79,142.02,99.25,140.36,78.88,144.28,187.8582,97.85
2006-04-06,38.98,101.98,94.1,221.86,141.62,98.42,140.39,78.99,145.03,186.6224,96.42
2006-04-07,38.83,101.46,93.33,218.39,140.3,97.24,139.14,78.15,143.13,183.5599,94.94
2006-04-10,38.82,101.33,93.3,221.61,140.46,97.0,139.07,77.93,142.95,181.6761,95.11
2006-04-11,38.18,100.59,92.6,219.93,139.27,96.05,138.68,77.38,142.06,180.8509,94.14
2006-04-12,38.18,100.39,92.72,218.22,139.48,96.55,139.7,77.32,142.86,180.7375,94.25
2006-04-13,38.08,100.64,92.63,219.15,139.67,96.5,139.14,77.62,143.48,178.3776,93.77
2006-04-14,38.08,100.64,92.63,219.15,139.67,96.5,139.14,77.62,143.48,178.3776,93.77
2006-04-17,37.88,99.96,92.07,222.45,139.61,95.97,138.23,76.85,144.61,177.793,93.76
2006-04-18,38.48,101.4,92.89,228.01,141.99,96.73,141.41,78.37,148.39,182.5084,95.68
2006-04-19,38.09,101.16,92.93,231.96,142.22,96.23,142.38,78.41,149.55,184.7525,95.86
2006-04-20,37.71,101.5,93.03,229.9,142.49,96.93,142.83,78.53,148.25,184.9423,96.64
2006-04-21,37.64,100.84,93.02,234.26,142.35,96.63,143.0,77.8,149.53,185.0062,97.02
2006-04-24,37.56,100.57,93.21,231.73,142.23,96.43,143.16,77.52,149.03,184.0049,97.69
2006-04-25,37.79,100.53,93.33,229.47,141.36,95.82,141.83,77.45,148.06,183.1333,96.43
2006-04-26,38.21,101.07,94.09,226.49,142.18,95.87,142.53,77.77,148.13,182.0502,95.56
2006-04-27,38.47,101.8,94.3,224.0,144.21,95.48,142.12,78.46,145.6,183.6592,96.81
2006-04-28,38.35,101.71,94.47,226.71,145.67,96.35,141.89,76.66,146.32,184.112,97.15
2006-05-01,38.42,101.29,94.51,229.91,143.57,95.68,142.05,76.06,147.39,181.4354,96.28
2006-05-02,38.36,101.32,95.05,235.24,144.39,95.45,143.19,76.18,148.52,179.2985,97.95
2006-05-03,38.19,101.37,94.52,232.08,144.16,94.57,143.35,75.96,148.42,179.4408,97.42
2006-05-04,38.28,101.78,94.55,230.88,144.57,94.8,145.01,76.43,149.91,182.1656,97.64
2006-05-05,38.37,103.02,95.41,233.29,146.59,95.8,146.55,76.9,150.94,185.1071,99.63
